Month,TimeIndex,G_kWh_day,R_kWh_day,W_kWh_day,ThetaType_master_SEK,TypeAssignmentCost_reconstructed_SEK
September,22,7.664401699809199,7.664401699809199,7.664401699809199,0.0,0.0
September,23,73.52577111246083,73.52577111246083,73.52577111246083,0.0,0.0
September,24,52.02609470607026,52.02609470607026,52.02609470607026,0.0,0.0
September,25,23.98332966435961,23.98332966435961,23.98332966435961,0.0,1.5
September,26,31.47339299084644,31.47339299084644,31.47339299084644,0.0,0.0
September,27,36.283964866009505,36.283964866009505,36.283964866009505,0.0,0.0
September,28,102.39120635791296,102.39120635791299,102.39120635791299,0.0,0.0
September,29,31.000670342524202,31.000670342524202,31.000670342524202,0.0,0.0
September,30,43.214630006362164,43.214630006362164,43.214630006362164,0.0,0.0
September,31,33.89979984587933,33.89979984587933,33.89979984587933,0.0,0.0
September,32,0.0,0.0,0.0,0.0,0.0
September,33,36.825081254621985,36.825081254621985,36.825081254621985,0.0,58.43586798030585
September,34,30.606042234268674,30.606042234268674,30.606042234268674,0.0,28.55569540591567
September,35,35.57478564949901,35.57478564949901,35.57478564949901,0.0,0.0
September,36,15.095364459885062,15.095364459885062,15.095364459885063,0.0,0.0
September,37,0.0,0.0,0.0,0.0,0.0
September,38,0.6994932056427352,0.6994932056427352,0.6994932056427352,0.0,0.0
September,39,2.0740279286661547,2.0740279286661547,2.0740279286661547,0.0,0.0
September,40,0.0,0.0,0.0,0.0,0.0
