from_HexID,to_HexID,Month,TimeIndex,OriginType,DestinationType,Energy_kWh_day,Energy_kWh_annual,AnnualNetValue_SEK,Coeff_SEK_per_kWh_annualized_excl_distance,Yarc,Trips_day,Tail_kWh_day,DeltaPrice_SEK_per_kWh,PriceComp_SEK_annual
254,273,January,17,fast,medium,1.8945589626779338,58.73132784301595,168.55431028877476,147.819625,1.0,0.0,1.8945589626779338,0.0,0.0
272,253,January,17,fast,medium,0.654245408093693,20.281607650904483,62.63585792168541,147.819625,1.0,0.0,0.654245408093693,0.0,0.0
274,255,January,17,fast,medium,12.970700169169874,402.0917052442661,1276.7544199808553,147.819625,1.0,0.0,12.970700169169874,0.0,0.0
274,273,January,17,fast,medium,10.63882991213595,329.80372727621443,929.145597070582,147.819625,1.0,0.0,10.63882991213595,0.0,0.0
298,274,January,17,medium,medium,69.25309225750243,2146.8458599825753,6940.899366457432,147.819625,1.0,3.0,9.25309225750243,0.0,0.0
299,274,January,17,medium,slow,11.0,341.0,897.0669950000001,132.319625,1.0,0.3910987013743657,3.1780259725126854,0.0,0.0
299,274,January,17,medium,medium,45.2517848376624,1402.8053299675344,4391.755632502711,147.819625,1.0,1.6089012986256344,13.073758865149713,0.0,0.0
299,275,January,17,medium,medium,35.123357621773295,1088.8240862749722,2941.0318129713796,147.819625,1.0,1.0,15.123357621773295,0.0,0.0
313,312,January,17,medium,medium,9.098330830988516,282.048255760644,894.9621494694106,147.819625,1.0,0.0,9.098330830988516,0.0,0.0
320,319,January,17,fast,fast,7.027900624233439,217.8649193512366,805.3162509981098,163.319625,1.0,0.0,7.027900624233439,0.0,0.0
338,337,January,17,fast,medium,7.782998944244099,241.27296727156707,763.5264004034195,147.819625,1.0,0.0,7.782998944244099,0.0,0.0
346,345,January,17,fast,medium,2.4958125986280457,77.37019055746941,246.56861023156495,147.819625,1.0,0.0,2.4958125986280457,0.0,0.0
346,345,January,17,fast,fast,1.598486606928418,49.55308481478096,182.69569922259683,163.319625,1.0,0.0,1.598486606928418,0.0,0.0
366,367,January,17,fast,fast,1.8115305823822068,56.15744805384841,196.28010850160962,163.319625,1.0,0.0,1.8115305823822068,0.0,0.0
374,348,January,17,fast,medium,1.5476351557812862,47.97668982921987,136.13425719615998,147.819625,1.0,0.0,1.5476351557812862,0.0,0.0
398,426,January,17,fast,fast,3.3746130030959747,104.61300309597522,331.59410252837966,163.319625,1.0,0.0,3.3746130030959747,0.0,0.0
