from_HexID,to_HexID,Month,TimeIndex,Distance_km,Energy_kWh_day,Energy_kWh_annual,Yarc,Trips,Tail_kWh
15,7,July,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.50861765740413
15,7,July,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,July,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,July,20,1.0885,2.7775685483869808,86.1046249999964,1.0,-0.0,2.7775685483869808
15,7,July,23,1.0885,0.9771380789617865,30.29128044781538,1.0,-0.0,0.9771380789617865
15,7,July,27,1.0885,11.213789112903227,347.62746250000004,1.0,-0.0,11.213789112903227
15,7,July,28,1.0885,11.213789112903227,347.62746250000004,1.0,0.0,11.213789112903227
15,7,July,33,1.0885,8.385808105049534,259.96005125653556,1.0,-0.0,8.385808105049534
15,7,July,35,1.0885,2.369102016129033,73.44216250000002,1.0,-0.0,2.369102016129033
15,7,July,36,1.0885,2.3691020161290326,73.44216250000001,1.0,-0.0,2.3691020161290326
15,7,July,37,1.0885,7.592306331192242,235.3614962669595,1.0,-0.0,7.592306331192242
15,7,July,38,1.0885,0.7467951612903228,23.150650000000006,1.0,-0.0,0.7467951612903228
15,7,June,16,1.0885,6.481363411250886,194.44090233752658,1.0,-0.0,6.481363411250886
15,7,June,17,1.0885,31.50861765740415,945.2585297221245,1.0,1.0,11.508617657404152
15,7,June,18,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,June,19,1.0885,33.0,990.0,1.0,1.0,13.0
15,7,June,20,1.0885,6.728969166666554,201.8690749999966,1.0,-0.0,6.728969166666554
15,7,June,26,1.0885,4.006171877056891,120.18515631170673,1.0,-0.0,4.006171877056891
15,7,June,27,1.0885,16.53193041666667,495.9579125,1.0,-0.0,16.53193041666667
15,7,June,28,1.0885,16.531930416666665,495.95791249999996,1.0,-0.0,16.531930416666665
15,7,June,29,1.0885,13.90412291666667,417.12368750000013,1.0,-0.0,13.90412291666667
15,7,June,30,1.0885,13.90412291666667,417.12368750000013,1.0,-0.0,13.90412291666667
15,7,June,31,1.0885,10.624138371975677,318.7241511592703,1.0,-0.0,10.624138371975677
15,7,June,32,1.0885,11.169672083333333,335.0901625,1.0,-0.0,11.169672083333333
15,7,June,33,1.0885,7.795553341166954,233.86660023500863,1.0,-0.0,7.795553341166954
15,7,June,35,1.0885,1.968133022376876,59.04399067130628,1.0,-0.0,1.968133022376876
15,7,June,36,1.0885,0.1,3.0,1.0,-0.0,0.1
15,7,June,37,1.0885,0.8100312500000001,24.300937500000003,1.0,-0.0,0.8100312500000001
15,7,June,38,1.0885,0.8100312500000001,24.300937500000003,1.0,-0.0,0.8100312500000001
15,7,March,15,1.0885,1.1148107827090885,34.55913426398175,1.0,-0.0,1.1148107827090885
15,7,March,16,1.0885,6.481363411250886,200.92226574877745,1.0,-0.0,6.481363411250886
15,7,March,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.508617657404152
15,7,March,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,March,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,March,20,1.0885,0.249377016128987,7.730687499998597,1.0,-0.0,0.249377016128987
15,7,March,23,1.0885,4.1324274338003875,128.105250447812,1.0,-0.0,4.1324274338003875
15,7,March,27,1.0885,7.523338611870258,233.223496967978,1.0,-0.0,7.523338611870258
15,7,March,28,1.0885,7.996436940161942,247.8895451450202,1.0,-0.0,7.996436940161942
15,7,March,33,1.0885,8.385808105049506,259.9600512565347,1.0,-0.0,8.385808105049506
15,7,March,34,1.0885,1.0999750000000001,34.099225000000004,1.0,-0.0,1.0999750000000001
15,7,March,38,1.0885,0.2383150096747663,7.387765299917755,1.0,-0.0,0.2383150096747663
15,7,May,15,1.0885,7.530391831096185,233.44214676398173,1.0,-0.0,7.530391831096185
15,7,May,16,1.0885,6.481363411250886,200.92226574877745,1.0,-0.0,6.481363411250886
15,7,May,17,1.0885,31.50861765740415,976.7671473795288,1.0,1.0,11.508617657404148
15,7,May,18,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,May,19,1.0885,33.0,1023.0,1.0,1.0,13.0
15,7,May,20,1.0885,10.461942741935369,324.3202249999964,1.0,-0.0,10.461942741935369
15,7,May,25,1.0885,2.561106952090636,79.39431551480972,1.0,-0.0,2.561106952090636
15,7,May,26,1.0885,6.740408785659044,208.95267235543037,1.0,-0.0,6.740408785659044
15,7,May,27,1.0885,11.298317338709557,350.24783749999625,1.0,0.0,11.298317338709557
15,7,May,28,1.0885,16.0351594439703,497.0899427630793,1.0,-0.0,16.0351594439703
15,7,May,29,1.0885,8.216317338709562,254.70583749999642,1.0,-0.0,8.216317338709562
15,7,May,30,1.0885,8.216317338709562,254.70583749999642,1.0,-0.0,8.216317338709562
15,7,May,31,1.0885,11.366646370967741,352.3660375,1.0,0.0,11.366646370967741
15,7,May,32,1.0885,11.366646370967741,352.3660375,1.0,-0.0,11.366646370967741
15,7,May,33,1.0885,8.385808105049534,259.96005125653556,1.0,-0.0,8.385808105049534
15,7,May,34,1.0885,5.000674690365992,155.02091540134575,1.0,-0.0,5.000674690365992
15,7,May,35,1.0885,2.2048931451612908,68.35168750000001,1.0,-0.0,2.2048931451612908
15,7,May,36,1.0885,5.717078512442011,177.22943388570235,1.0,-0.0,5.717078512442011
