iteration,Month,TimeIndex,cut_type,selection_rule,dual_selection,rhs_at_current_SEK,true_objective_SEK,theta_at_current_SEK,violation_SEK,nonzeros,n_arcs,n_vars,termination
1,September,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1215.2666177858594,1215.2666177858594,0.0,1215.2666177858594,32,122,1098,optimal
1,July,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1205.1834899953928,1205.1834899953928,0.0,1205.1834899953928,19,122,1098,optimal
1,May,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1172.851692260815,1172.851692260815,0.0,1172.851692260815,10,122,1098,optimal
1,June,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1159.271268062164,1159.271268062164,0.0,1159.271268062164,25,126,1134,optimal
1,May,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1136.110566011127,1136.110566011127,0.0,1136.110566011127,34,128,1152,optimal
1,April,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1134.3129532211858,1134.3129532211858,0.0,1134.3129532211858,17,122,1098,optimal
1,June,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1112.0302486487674,1112.0302486487674,0.0,1112.0302486487674,25,126,1134,optimal
1,March,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1102.818355134469,1102.818355134469,0.0,1102.818355134469,19,124,1116,optimal
1,January,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1100.6462138651507,1100.6462138651507,0.0,1100.6462138651507,20,122,1098,optimal
1,June,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1081.2302930927165,1081.2302930927165,0.0,1081.2302930927165,13,120,1080,optimal
1,May,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1079.4462396097308,1079.4462396097308,0.0,1079.4462396097308,18,124,1116,optimal
1,April,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1077.8578503669255,1077.8578503669255,0.0,1077.8578503669255,10,126,1134,optimal
1,April,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1071.9569199701702,1071.9569199701702,0.0,1071.9569199701702,21,124,1116,optimal
1,March,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1058.859651000304,1058.859651000304,0.0,1058.859651000304,20,126,1134,optimal
1,May,15,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1044.862673234907,1044.862673234907,0.0,1044.862673234907,15,126,1134,optimal
1,June,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1037.650100435604,1037.650100435604,0.0,1037.650100435604,31,126,1134,optimal
1,December,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1036.5789504898116,1036.5789504898116,0.0,1036.5789504898116,15,126,1134,optimal
1,May,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1021.3348243230071,1021.3348243230071,0.0,1021.3348243230071,17,122,1098,optimal
1,September,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1014.5757909617464,1014.5757909617464,0.0,1014.5757909617464,15,126,1134,optimal
1,November,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1014.5757909617244,1014.5757909617244,0.0,1014.5757909617244,15,126,1134,optimal
1,July,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1010.2710807580735,1010.2710807580735,0.0,1010.2710807580735,34,124,1116,optimal
1,April,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,1006.2131987278935,1006.2131987278935,0.0,1006.2131987278935,25,130,1170,optimal
1,April,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,983.9347121076399,983.9347121076399,0.0,983.9347121076399,23,130,1170,optimal
1,March,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,965.0099603505867,965.0099603505867,0.0,965.0099603505867,10,122,1098,optimal
1,June,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,962.4818278378809,962.4818278378809,0.0,962.4818278378809,19,130,1170,optimal
1,February,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,948.9594985069257,948.9594985069257,0.0,948.9594985069257,20,126,1134,optimal
1,August,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,941.5264579230964,941.5264579230964,0.0,941.5264579230964,10,122,1098,optimal
1,May,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,931.4737980843477,931.4737980843477,0.0,931.4737980843477,14,124,1116,optimal
1,April,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,920.7377729100753,920.7377729100753,0.0,920.7377729100753,38,128,1152,optimal
1,September,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,893.0259646681881,893.0259646681881,0.0,893.0259646681881,12,120,1080,optimal
1,January,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,891.6117484839876,891.6117484839876,0.0,891.6117484839876,6,120,1080,optimal
1,March,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,891.6117484839876,891.6117484839876,0.0,891.6117484839876,6,120,1080,optimal
1,September,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,890.3818923416795,890.3818923416795,0.0,890.3818923416795,13,124,1116,optimal
1,June,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,884.7038649966003,884.7038649966003,0.0,884.7038649966003,26,130,1170,optimal
1,August,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,881.039760380545,881.039760380545,0.0,881.039760380545,17,130,1170,optimal
1,June,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,875.7768860226645,875.7768860226645,0.0,875.7768860226645,15,128,1152,optimal
1,April,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,875.4118514345435,875.4118514345435,0.0,875.4118514345435,22,128,1152,optimal
1,October,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,868.9256283464215,868.9256283464215,0.0,868.9256283464215,8,124,1116,optimal
1,December,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,868.9256283464215,868.9256283464215,0.0,868.9256283464215,8,124,1116,optimal
1,August,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,860.7952219679754,860.7952219679754,0.0,860.7952219679754,6,120,1080,optimal
1,July,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,795.0671458896463,795.0671458896463,0.0,795.0671458896463,15,126,1134,optimal
1,April,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,793.2794580641918,793.2794580641918,0.0,793.2794580641918,19,130,1170,optimal
1,June,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,768.4314881066273,768.4314881066273,0.0,768.4314881066273,17,126,1134,optimal
1,April,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,767.9549304714712,767.9549304714712,0.0,767.9549304714712,10,126,1134,optimal
1,July,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,758.8316761884898,758.8316761884898,0.0,758.8316761884898,12,124,1116,optimal
1,October,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,752.5986802685297,752.5986802685297,0.0,752.5986802685297,9,130,1170,optimal
1,December,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,752.5986802685293,752.5986802685293,0.0,752.5986802685293,9,130,1170,optimal
1,May,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,746.8714550773994,746.8714550773994,0.0,746.8714550773994,16,126,1134,optimal
1,November,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,728.3213034856739,728.3213034856739,0.0,728.3213034856739,9,130,1170,optimal
1,June,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,716.4132756030749,716.4132756030749,0.0,716.4132756030749,18,128,1152,optimal
1,March,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,713.9420371695053,713.9420371695053,0.0,713.9420371695053,17,130,1170,optimal
1,March,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,706.7454126853429,706.7454126853429,0.0,706.7454126853429,31,126,1134,optimal
1,March,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,695.8259630262123,695.8259630262123,0.0,695.8259630262123,25,130,1170,optimal
1,December,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,688.1873998584305,688.1873998584305,0.0,688.1873998584305,10,126,1134,optimal
1,April,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,681.8642684481557,681.8642684481557,0.0,681.8642684481557,14,122,1098,optimal
1,February,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,679.7665499199622,679.7665499199622,0.0,679.7665499199622,9,130,1170,optimal
1,April,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,667.5728558323242,667.5728558323242,0.0,667.5728558323242,24,130,1170,optimal
1,July,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,648.2154243218044,648.2154243218044,0.0,648.2154243218044,23,126,1134,optimal
1,January,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,648.2154243218043,648.2154243218043,0.0,648.2154243218043,22,126,1134,optimal
1,December,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,648.2154243218043,648.2154243218043,0.0,648.2154243218043,22,126,1134,optimal
1,June,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,642.0291091004756,642.0291091004756,0.0,642.0291091004756,10,118,1062,optimal
1,April,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,641.2032925944384,641.2032925944384,0.0,641.2032925944384,12,118,1062,optimal
1,June,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,638.8387391805386,638.8387391805386,0.0,638.8387391805386,22,130,1170,optimal
1,October,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,638.6474096182556,638.6474096182556,0.0,638.6474096182556,5,124,1116,optimal
1,March,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,630.8923621819489,630.8923621819489,0.0,630.8923621819489,24,122,1098,optimal
1,September,31,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,627.3052493436817,627.3052493436817,0.0,627.3052493436817,22,126,1134,optimal
1,June,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,620.1414717727616,620.1414717727616,0.0,620.1414717727616,14,120,1080,optimal
1,January,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,620.0,620.0,0.0,620.0,5,130,1170,optimal
1,August,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,620.0,620.0,0.0,620.0,5,130,1170,optimal
1,September,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,618.0458802757312,618.0458802757312,0.0,618.0458802757312,7,124,1116,optimal
1,January,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,614.8530094952322,614.8530094952322,0.0,614.8530094952322,30,128,1152,optimal
1,May,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,610.9601834871851,610.9601834871851,0.0,610.9601834871851,10,126,1134,optimal
1,July,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,610.9601834871851,610.9601834871851,0.0,610.9601834871851,10,126,1134,optimal
1,September,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,592.7866772448934,592.7866772448934,0.0,592.7866772448934,14,130,1170,optimal
1,July,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,585.7852954850996,585.7852954850996,0.0,585.7852954850996,26,128,1152,optimal
1,May,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,576.0450000969017,576.0450000969017,0.0,576.0450000969017,17,126,1134,optimal
1,July,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,574.387453019028,574.387453019028,0.0,574.387453019028,8,130,1170,optimal
1,January,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,554.6061030224809,554.6061030224809,0.0,554.6061030224809,14,124,1116,optimal
1,December,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,545.4926446394155,545.4926446394155,0.0,545.4926446394155,19,128,1152,optimal
1,March,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,494.4320091540677,494.4320091540677,0.0,494.4320091540677,22,128,1152,optimal
1,August,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,494.0510786556583,494.0510786556583,0.0,494.0510786556583,10,122,1098,optimal
1,January,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,492.4055712116926,492.4055712116926,0.0,492.4055712116926,15,130,1170,optimal
1,December,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,491.82070252712595,491.82070252712595,0.0,491.82070252712595,17,130,1170,optimal
1,April,15,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,484.20399112548307,484.20399112548307,0.0,484.20399112548307,10,126,1134,optimal
1,July,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,480.07150116159835,480.07150116159835,0.0,480.07150116159835,8,130,1170,optimal
1,July,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,476.9586457626132,476.9586457626132,0.0,476.9586457626132,19,122,1098,optimal
1,June,15,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,468.5192642851048,468.5192642851048,0.0,468.5192642851048,10,126,1134,optimal
1,August,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,467.9562982564369,467.9562982564369,0.0,467.9562982564369,5,120,1080,optimal
1,May,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,460.0533990616333,460.0533990616333,0.0,460.0533990616333,12,122,1098,optimal
1,October,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,459.38763632891806,459.38763632891806,0.0,459.38763632891806,16,130,1170,optimal
1,February,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,456.9771496724071,456.9771496724071,0.0,456.9771496724071,21,122,1098,optimal
1,September,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,452.8609337965519,452.8609337965519,0.0,452.8609337965519,5,120,1080,optimal
1,May,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,450.8064208243336,450.8064208243336,0.0,450.8064208243336,16,124,1116,optimal
1,April,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,446.75978709882236,446.75978709882236,0.0,446.75978709882236,14,130,1170,optimal
1,June,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,443.9014350991945,443.9014350991945,0.0,443.9014350991945,5,124,1116,optimal
1,May,22,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,443.71856127798503,443.71856127798503,0.0,443.71856127798503,15,128,1152,optimal
1,February,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,425.3501966443744,425.3501966443744,0.0,425.3501966443744,12,124,1116,optimal
1,October,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,423.2427528747964,423.2427528747964,0.0,423.2427528747964,17,128,1152,optimal
1,February,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,422.6702048767817,422.6702048767817,0.0,422.6702048767817,5,120,1080,optimal
1,June,21,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,418.31905536603193,418.31905536603193,0.0,418.31905536603193,15,130,1170,optimal
1,July,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,418.08943459241635,418.08943459241635,0.0,418.08943459241635,9,124,1116,optimal
1,May,19,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,414.7365046887886,414.7365046887886,0.0,414.7365046887886,19,130,1170,optimal
1,June,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,413.52913913765474,413.52913913765474,0.0,413.52913913765474,12,122,1098,optimal
1,October,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,408.2969441401426,408.2969441401426,0.0,408.2969441401426,7,126,1134,optimal
1,February,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,408.13658326373115,408.13658326373115,0.0,408.13658326373115,8,120,1080,optimal
1,April,13,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,407.1655629828548,407.1655629828548,0.0,407.1655629828548,8,118,1062,optimal
1,January,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,406.1693496819512,406.1693496819512,0.0,406.1693496819512,17,122,1098,optimal
1,December,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,404.61934968195254,404.61934968195254,0.0,404.61934968195254,15,122,1098,optimal
1,November,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,401.2872788667126,401.2872788667126,0.0,401.2872788667126,10,122,1098,optimal
1,November,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,393.06711259543795,393.06711259543795,0.0,393.06711259543795,17,122,1098,optimal
1,August,30,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,392.3400557625523,392.3400557625523,0.0,392.3400557625523,19,122,1098,optimal
1,January,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,387.5,387.5,0.0,387.5,5,126,1134,optimal
1,May,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,387.5,387.5,0.0,387.5,3,120,1080,optimal
1,August,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,387.5,387.5,0.0,387.5,5,126,1134,optimal
1,October,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,387.5,387.5,0.0,387.5,3,120,1080,optimal
1,October,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,387.5,387.5,0.0,387.5,3,122,1098,optimal
1,April,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,385.16285515770176,385.16285515770176,0.0,385.16285515770176,18,124,1116,optimal
1,August,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,382.16918696890735,382.16918696890735,0.0,382.16918696890735,28,128,1152,optimal
1,October,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,380.59897838901423,380.59897838901423,0.0,380.59897838901423,10,130,1170,optimal
1,November,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,375.0,375.0,0.0,375.0,5,126,1134,optimal
1,November,27,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,375.0,375.0,0.0,375.0,3,120,1080,optimal
1,November,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,370.52957605760827,370.52957605760827,0.0,370.52957605760827,14,124,1116,optimal
1,July,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,362.17826183152033,362.17826183152033,0.0,362.17826183152033,13,130,1170,optimal
1,September,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,356.15104431400505,356.15104431400505,0.0,356.15104431400505,14,130,1170,optimal
1,March,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,354.3370524999965,354.3370524999965,0.0,354.3370524999965,7,122,1098,optimal
1,April,32,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,352.6547340288222,352.6547340288222,0.0,352.6547340288222,23,126,1134,optimal
1,December,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,340.9858909051435,340.9858909051435,0.0,340.9858909051435,11,130,1170,optimal
1,August,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,337.87850743471677,337.87850743471677,0.0,337.87850743471677,11,130,1170,optimal
1,November,34,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,336.55878713150514,336.55878713150514,0.0,336.55878713150514,13,128,1152,optimal
1,January,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,331.6873743699174,331.6873743699174,0.0,331.6873743699174,15,130,1170,optimal
1,January,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,315.3375620059695,315.3375620059695,0.0,315.3375620059695,7,122,1098,optimal
1,October,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,315.3375620059695,315.3375620059695,0.0,315.3375620059695,7,122,1098,optimal
1,November,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,309.0229401378656,309.0229401378656,0.0,309.0229401378656,3,124,1116,optimal
1,January,20,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,305.98748445989713,305.98748445989713,0.0,305.98748445989713,14,130,1170,optimal
1,May,37,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,300.2477080067788,300.2477080067788,0.0,300.2477080067788,14,108,972,optimal
1,September,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,298.4371451640801,298.4371451640801,0.0,298.4371451640801,14,122,1098,optimal
1,September,24,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,297.490390366922,297.490390366922,0.0,297.490390366922,5,126,1134,optimal
1,February,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,288.40972250000004,288.40972250000004,0.0,288.40972250000004,7,122,1098,optimal
1,July,18,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,281.7447255762904,281.7447255762904,0.0,281.7447255762904,8,130,1170,optimal
1,August,23,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,279.8904557183077,279.8904557183077,0.0,279.8904557183077,4,126,1134,optimal
1,February,17,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,276.27334696763506,276.27334696763506,0.0,276.27334696763506,8,130,1170,optimal
1,March,25,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,271.0177879067853,271.0177879067853,0.0,271.0177879067853,12,118,1062,optimal
1,December,28,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,267.76662907071784,267.76662907071784,0.0,267.76662907071784,17,122,1098,optimal
1,May,38,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,266.5531893749244,266.5531893749244,0.0,266.5531893749244,17,112,1008,optimal
1,August,29,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,266.08706118849346,266.08706118849346,0.0,266.08706118849346,5,124,1116,optimal
1,January,35,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,263.24281194950584,263.24281194950584,0.0,263.24281194950584,5,124,1116,optimal
1,August,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,262.8017031932669,262.8017031932669,0.0,262.8017031932669,14,130,1170,optimal
1,March,16,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,258.1090316204157,258.1090316204157,0.0,258.1090316204157,12,130,1170,optimal
1,December,26,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,256.99474049261823,256.99474049261823,0.0,256.99474049261823,7,122,1098,optimal
1,March,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,256.0005362979286,256.0005362979286,0.0,256.0005362979286,14,124,1116,optimal
1,July,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,252.3853103782168,252.3853103782168,0.0,252.3853103782168,7,120,1080,optimal
1,April,36,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,250.06875939827594,250.06875939827594,0.0,250.06875939827594,7,120,1080,optimal
1,August,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,248.88476121956083,248.88476121956083,0.0,248.88476121956083,7,126,1134,optimal
1,September,33,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,245.53572399964833,245.53572399964833,0.0,245.53572399964833,8,124,1116,optimal
1,April,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,240.85622053505887,240.85622053505887,0.0,240.85622053505887,7,126,1134,optimal
1,September,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,240.85622053505887,240.85622053505887,0.0,240.85622053505887,7,126,1134,optimal
1,November,14,type_assignment_LP_dual_optimality,standard,standard_primal_shadow_dual,240.85622053505887,240.85622053505887,0.0,240.85622053505887,7,126,1134,optimal
